address_found,suburb,postcode,END_LATITUDE,END_LONGITUDE
"Five Guys, 1-3, Long Acre, Seven Dials, Bloomsbury, London, Greater London, England, WC2E 9LH, United Kingdom",Bloomsbury,WC2E 9LH,51.511944,-0.126836
"Warwick Avenue, Westbourne Green, Maida Vale, London, Greater London, England, W9 1DX, United Kingdom",Maida Vale,W9 1DX,51.52338,-0.18392
"18, Prince Albert Road, Primrose Hill, Chalk Farm, Camden Town, London, Greater London, England, NW1 7ST, United Kingdom",Chalk Farm,NW1 7ST,51.537553,-0.153469
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495663,-0.206245
"Surrey Quays Road, Surrey Quays, Rotherhithe, London Borough of Southwark, London, Greater London, England, SE16 6RL, United Kingdom",Rotherhithe,SE16 6RL,51.49666,-0.045876
"HSBC UK, 94, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4SH, United Kingdom",Kensington,W8 4SH,51.501648,-0.192007
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495565,-0.206215
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495707,-0.206301
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495526,-0.206248
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495766,-0.206105
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495552000000004,-0.206271
"John Islip Street, Millbank, London, Greater London, England, SW1V 2JE, United Kingdom",Millbank,SW1V 2JE,51.489342,-0.130763
"61, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9UB, United Kingdom",Earl's Court,SW5 9UB,51.491006,-0.197175
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495542,-0.206304
"Vauxhall Bridge Road, Millbank, London, Greater London, England, SW1V 2PX, United Kingdom",Millbank,SW1V 2PX,51.49057,-0.133652
"Saunders Street, Kennington Cross, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.492501,-0.114272
"Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9UB, United Kingdom",Earl's Court,SW5 9UB,51.49104,-0.197201
"Hilton London Olympia, 380, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496684,-0.207149
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495614,-0.206542
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495683,-0.206269
"Saunders Street, Kennington Cross, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.49246,-0.114171
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495637,-0.206285
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495649,-0.206065
"Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.494001,-0.236463
"32, Queensway, Westbourne Green, Bayswater, London, Greater London, England, W2 3RX, United Kingdom",Bayswater,W2 3RX,51.511408,-0.187309
"15-17, Mount Street, Mayfair, London, Greater London, England, W1K 2SU, United Kingdom",Mayfair,W1K 2SU,51.50978,-0.150522
"Massimo Dutti, Beak Street, Soho, City of Westminster, Greater London, England, W1B 5SJ, United Kingdom",NA,W1B 5SJ,51.511747,-0.139268
"1a, Clifton Road, St. John's Wood, London, Greater London, England, W9 1ST, United Kingdom",St. John's Wood,W9 1ST,51.525609,-0.179524
"1, Bryanston Square, Marylebone, London, Greater London, England, W1H 7TX, United Kingdom",Marylebone,W1H 7TX,51.516728,-0.159972
"Nevern Mansions, 42, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TJ, United Kingdom",Earl's Court,SW5 9TJ,51.491154,-0.197325
"7, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.49052,-0.197147
"Pickle & Toast, Meard Street, Soho, City of Westminster, Greater London, England, W1F 0ER, United Kingdom",NA,W1F 0ER,51.512924,-0.133561
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495547,-0.206246
"419a, Harrow Road, Kensal Town, Queen's Park, London, Greater London, England, W10 4NE, United Kingdom",Kensal Town,W10 4NE,51.52572,-0.204624
"South Lambeth Road, Vauxhall, London Borough of Lambeth, London, Greater London, England, SW8 1SR, United Kingdom",Vauxhall,SW8 1SR,51.485067,-0.122441
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495701,-0.206164
"Duck Lane, Soho, City of Westminster, Greater London, England, W1F 0DA, United Kingdom",NA,W1F 0DA,51.513848,-0.13468
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495713,-0.206194
"71, Great Russell Street, Saint Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 3BP, United Kingdom",Bloomsbury,WC1B 3BP,51.51909,-0.123916
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.49554,-0.206305
"King Street, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0QF, United Kingdom",Hammersmith,W6 0QF,51.492835,-0.225902
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495703,-0.206178
"Edward House, 2, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495384,-0.205889
"John Islip Street, Millbank, London, Greater London, England, SW1V 2JE, United Kingdom",Millbank,SW1V 2JE,51.489291,-0.130911
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496004,-0.206375
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495833,-0.206154
"Saunders Street, Kennington Cross, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.492508,-0.114221
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495662,-0.206096
"Saunders Street, Kennington Cross, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.492536,-0.114241
"107, Holland Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8EZ, United Kingdom",Kensington,W14 8EZ,51.500278,-0.210987
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495511,-0.206156
"127, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5SF, United Kingdom",Kensington,W8 5SF,51.500897,-0.193316
"2, Adam and Eve Mews, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6UG, United Kingdom",Kensington,W8 6UG,51.499698,-0.194583
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495673,-0.206207
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495545,-0.206322
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495891,-0.206414
"Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.494,-0.236364
"1, Bessborough Gardens, Millbank, London, Greater London, England, SW1V 2JQ, United Kingdom",Millbank,SW1V 2JQ,51.488815,-0.129503
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495921,-0.206243
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495781,-0.206122
"The White House, 61, Randolph Avenue, Maida Vale, London, Greater London, England, W9 1BG, United Kingdom",Maida Vale,W9 1BG,51.526477,-0.181933
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495545,-0.206362
"VauxWall East Climbing Centre, 1, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.492238,-0.113639
"20a, Pembroke Square, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6PB, United Kingdom",Kensington,W8 6PB,51.496792,-0.199104
"Evening Standard, 2, Derry Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5TT, United Kingdom",Kensington,W8 5TT,51.501376,-0.191155
"Kensington Church Court, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4SG, United Kingdom",Kensington,W8 4SG,51.502056,-0.191217
"Motoden, 41-49, Kingsland Road, Shoreditch, London Borough of Hackney, London, Greater London, England, E2 8DL, United Kingdom",Shoreditch,E2 8DL,51.529135,-0.077767
"Tamarind, 22, Queen Street, Mayfair, London, Greater London, England, W1J 5PE, United Kingdom",Mayfair,W1J 5PE,51.507065,-0.147083
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495548,-0.205978
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.49584,-0.206248
"St James Tavern, 45, Great Windmill Street, Soho, City of Westminster, Greater London, England, W1D 7LU, United Kingdom",NA,W1D 7LU,51.510901,-0.134025
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495638,-0.206319
"Hazel House, 69, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TJ, United Kingdom",Earl's Court,SW5 9TJ,51.491064,-0.19736
"15, Yardley Street, Clerkenwell Green, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1R 4SD, United Kingdom",Clerkenwell,EC1R 4SD,51.525982,-0.110164
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495769,-0.206279
"Honeybourne Road, West Hampstead, London Borough of Camden, London, Greater London, England, NW6 1HL, United Kingdom",West Hampstead,NW6 1HL,51.551827,-0.19079
"The Cardinal Vaughan Memorial RC School, Holland Villas Road, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BZ, United Kingdom",Notting Hill,W14 8BZ,51.503793,-0.212282
"Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.493984,-0.236437
"Millbank, London, Greater London, England, SW1P 4RP, United Kingdom",Millbank,SW1P 4RP,51.488853,-0.12944
"Cobalt Square, Harleyford Road, Kennington Cross, Vauxhall, London Borough of Lambeth, London, Greater London, England, SE11 5AY, United Kingdom",Vauxhall,SE11 5AY,51.485452,-0.122058
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495883,-0.206482
"The Royal Vauxhall Tavern, 372, Kennington Lane, Vauxhall, London Borough of Lambeth, London, Greater London, England, SE11 5HY, United Kingdom",Vauxhall,SE11 5HY,51.486337,-0.121943
"Kenton Court, 356, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NN, United Kingdom",Kensington,W14 8NN,51.496765,-0.205362
"Belushi's, 15, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PH, United Kingdom",Shepherd's Bush,W12 8PH,51.504172,-0.217777
"Derry and Toms Building, Derry Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5HF, United Kingdom",Kensington,W8 5HF,51.501575,-0.191552
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495728,-0.206099
"No 1 Coffee London, Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.494,-0.236496
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.49567,-0.206063
"Belushi's, 15, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PH, United Kingdom",Shepherd's Bush,W12 8PH,51.50412,-0.217723
"1, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.496278,-0.206893
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495777,-0.206365
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495507,-0.206338
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.496988,-0.204677
"Belvedere Road, South Bank, Waterloo, London Borough of Lambeth, London, Greater London, England, SE1 8XU, United Kingdom",Waterloo,SE1 8XU,51.505395,-0.115876
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495575,-0.206061
"Rosewood House, 35, Vauxhall Grove, Kennington Cross, Vauxhall, London Borough of Lambeth, London, Greater London, England, SW8 1TB, United Kingdom",Vauxhall,SW8 1TB,51.484955,-0.122517
"Royal Garden Hotel, 2-24, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PT, United Kingdom",South Kensington,W8 4PT,51.502411,-0.187829
"32, 34, Baker Street, Marylebone, London, Greater London, England, W1U 3DP, United Kingdom",Marylebone,W1U 3DP,51.517906,-0.155703
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495491,-0.206244
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495578,-0.206498
"Regent's Park Barracks, Park Village Mews, Chalk Farm, London Borough of Camden, London, Greater London, England, NW1 4AP, United Kingdom",Chalk Farm,NW1 4AP,51.533068,-0.145735
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495625,-0.206295
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495837,-0.206241
"200-208, Tottenham Court Road, Saint Giles, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 2HF, United Kingdom",Fitzrovia,W1T 2HF,51.520498,-0.134177
"Kahn Automobiles, 377, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496564,-0.205963
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495506,-0.20603
"4, Richmond Way, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8LY, United Kingdom",Shepherd's Bush,W12 8LY,51.504179,-0.217577
"Denbigh Street, Pimlico, London, Greater London, England, SW1V 2ES, United Kingdom",Pimlico,SW1V 2ES,51.490465,-0.139308
"1, Novello Street, Parson's Green, Fulham, London Borough of Hammersmith and Fulham, London, Greater London, England, SW6 4AT, United Kingdom",Fulham,SW6 4AT,51.475332,-0.200365
"9, Grosvenor Hill, St. James's, Mayfair, London, Greater London, England, W1K 3QB, United Kingdom",Mayfair,W1K 3QB,51.511314,-0.146823
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.49695,-0.204808
"Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UH, United Kingdom",Hammersmith,W6 0UH,51.494053,-0.236487
"91-100, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6PX, United Kingdom",Lambeth,SE11 6PX,51.492562,-0.114273
"140-142, Kensington Church Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4BA, United Kingdom",Kensington,W8 4BA,51.507557,-0.19482
"Romulo Café & Restaurant, 343, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6NW, United Kingdom",Kensington,W8 6NW,51.497713,-0.202878
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495694,-0.206319
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495687,-0.205588
"Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.493991,-0.236466
"62-70, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PE, United Kingdom",South Kensington,W8 4PE,51.502137,-0.190347
"Belushi's, 15, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PH, United Kingdom",Shepherd's Bush,W12 8PH,51.504153,-0.217965
"36, Queen Anne's Gate, Westminster, Victoria, London, Greater London, England, SW1H 9AD, United Kingdom",Victoria,SW1H 9AD,51.50057,-0.133856
"91-100, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6PX, United Kingdom",Lambeth,SE11 6PX,51.492525,-0.114187
"Vauxhall Bridge Road, Millbank, London, Greater London, England, SW1V 2RP, United Kingdom",Millbank,SW1V 2RP,51.490927,-0.134198
"M.E.I.C House, 344, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.497216,-0.204774
"110, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.490617,-0.19724
"Random House, 20, Vauxhall Bridge Road, Millbank, London, Greater London, England, SW1V 2SA, United Kingdom",Millbank,SW1V 2SA,51.489878,-0.13173
"Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4PT, United Kingdom",Belsize Park,NW3 4PT,51.552174,-0.167322
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NZ, United Kingdom",Kensington,W14 8NZ,51.498324,-0.20108
"Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UH, United Kingdom",Hammersmith,W6 0UH,51.494294,-0.236779
"Bromley Arms, 84, Cleveland Street, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 6NF, United Kingdom",Fitzrovia,W1T 6NF,51.522061,-0.140709
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49595,-0.206365
"37, Randolph Crescent, Westbourne Green, Paddington, London, Greater London, England, W9 1DP, United Kingdom",Paddington,W9 1DP,51.526454,-0.181796
"1, Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.493945,-0.236531
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495825,-0.206274
"Brewers Green, Westminster, Victoria, London, Greater London, England, SW1H 0PY, United Kingdom",Victoria,SW1H 0PY,51.498116,-0.135929
"37, Holland Park, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 3RS, United Kingdom",Notting Hill,W11 3RS,51.506845,-0.204109
"The Ivy Victoria, 66, Victoria Street, Westminster, Victoria, London, Greater London, England, SW1E 6SQ, United Kingdom",Victoria,SW1E 6SQ,51.497375,-0.137655
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495653,-0.206229
"Exit 1, Oxford Street / Regent Street (North-East), Regent Street, East Marylebone, Mayfair, City of Westminster, Greater London, England, W1B 2EX, United Kingdom",Mayfair,W1B 2EX,51.515425,-0.141932
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495673,-0.206201
"All Saints Road, North Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 1HF, United Kingdom",North Kensington,W11 1HF,51.519041,-0.204661
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.497006,-0.204721
"Causton Street, Millbank, London, Greater London, England, SW1P 4RZ, United Kingdom",Millbank,SW1P 4RZ,51.489795,-0.131378
"91-100, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6PX, United Kingdom",Lambeth,SE11 6PX,51.492646,-0.114425
"Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PE, United Kingdom",South Kensington,W8 4PE,51.50204,-0.190321
"Dreamtime Gallery, 44, Uxbridge Street, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7TQ, United Kingdom",Notting Hill,W8 7TQ,51.508655,-0.196913
"550, Harrow Road, Kensal Town, Queen's Park, London, Greater London, England, W10 4NE, United Kingdom",Kensal Town,W10 4NE,51.525813,-0.20451
"8, Waterloo Place, St. James's, Mayfair, London, Greater London, England, SW1Y 4BN, United Kingdom",Mayfair,SW1Y 4BN,51.507641,-0.132886
"RBS, Southampton Place, Seven Dials, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1A 2DB, United Kingdom",Bloomsbury,WC1A 2DB,51.51766,-0.121529
"1, Bessborough Gardens, Millbank, London, Greater London, England, SW1V 2JQ, United Kingdom",Millbank,SW1V 2JQ,51.488977,-0.129842
"62-70, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PE, United Kingdom",South Kensington,W8 4PE,51.502,-0.190636
"The Barkers Building, Kensington Church Court, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4SG, United Kingdom",Kensington,W8 4SG,51.50158,-0.191495
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.496941,-0.204716
"Hazel House, 69, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TJ, United Kingdom",Earl's Court,SW5 9TJ,51.491069,-0.19745
"110, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.490571,-0.197304
"Nevern Mansions, 27A, Nevern Square, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TH, United Kingdom",Earl's Court,SW5 9TH,51.491132,-0.197218
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495794,-0.206334
"419a, Harrow Road, Kensal Town, Queen's Park, London, Greater London, England, W10 4NE, United Kingdom",Kensal Town,W10 4NE,51.525741,-0.204587
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49569,-0.206297
"111, Ifield Road, The Boltons, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW10 9AR, United Kingdom",Earl's Court,SW10 9AR,51.485925,-0.189519
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495575,-0.206366
"Kenton Court, 356, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NN, United Kingdom",Kensington,W14 8NN,51.496938,-0.205347
"Nevern Mansions, 42, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TJ, United Kingdom",Earl's Court,SW5 9TJ,51.491245,-0.197627
"236, Fulham Road, The Boltons, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW10 9NB, United Kingdom",Brompton,SW10 9NB,51.485151,-0.182759
"Saunders Street, Kennington Cross, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.492539,-0.114308
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495675,-0.206105
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495739,-0.20614
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495812,-0.206177
