address_found,suburb,postcode,START_LATITUDE,START_LONGITUDE
"Belsize Park, Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4QL, United Kingdom",Belsize Park,NW3 4QL,51.550177,-0.164358
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495753,-0.206076
"The Pilgrm Hotel, 25, London Street, Paddington, London, Greater London, England, W2 1HH, United Kingdom",Paddington,W2 1HH,51.515679,-0.174448
"Deal Porter Square, Canada Water, Rotherhithe, London Borough of Southwark, London, Greater London, England, United Kingdom",Rotherhithe,NA,51.498106,-0.04919
"Gordon Cottage, Earsby Street, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XH, United Kingdom",West Kensington,W14 8XH,51.495561,-0.209171
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495648,-0.20609
"Paddington Quay Post Office, Praed Street, Paddington, London, Greater London, England, W2 1JX, United Kingdom",Paddington,W2 1JX,51.518476,-0.170699
"Euphorium Bakery, 45, South End Road, Vale of Health, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QB, United Kingdom",Belsize Park,NW3 2QB,51.555208,-0.166421
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555344,-0.16601
"Euphorium Bakery, 45, South End Road, Vale of Health, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QB, United Kingdom",Belsize Park,NW3 2QB,51.555239,-0.166461
"Wolfe House, 389, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495643,-0.207064
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496204,-0.206399
"Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4QT, United Kingdom",Belsize Park,NW3 4QT,51.550038,-0.164332
"108, Pembroke Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6EF, United Kingdom",Kensington,W8 6EF,51.495855,-0.196758
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495748,-0.206159
"Bridgeman House, 1, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495913,-0.20474
"Ladbroke Terrace, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 3QT, United Kingdom",Notting Hill,W11 3QT,51.508616,-0.200831
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555318,-0.166085
"100, Loudoun Road, St. John's Wood, London Borough of Camden, London, Greater London, England, NW8 0LA, United Kingdom",St. John's Wood,NW8 0LA,51.538183,-0.178688
"Cork & Bottle Hampstead, 154-156, Fleet Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QX, United Kingdom",Belsize Park,NW3 2QX,51.553967,-0.164605
"Prince Charles Cinema, 7, Leicester Place, Chinatown, London, Greater London, England, WC2H 7BP, United Kingdom",Chinatown,WC2H 7BP,51.511512,-0.130433
"Monarch House, 239, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6SN, United Kingdom",Kensington,W8 6SN,51.499168,-0.198069
"The Hand and Flower, 1, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.496027,-0.208112
"Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4QT, United Kingdom",Belsize Park,NW3 4QT,51.550289,-0.164408
"85-100, Oakwood Court, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8JU, United Kingdom",Kensington,W14 8JU,51.499748,-0.205627
"30, Melbury Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NZ, United Kingdom",Kensington,W14 8NZ,51.498477,-0.201337
"59, Melbury Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NZ, United Kingdom",Kensington,W14 8NZ,51.498542,-0.201333
"24, Ilchester Place, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AA, United Kingdom",Kensington,W14 8AA,51.500566,-0.203076
"Durrels House, Warwick Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PP, United Kingdom",Kensington,W14 8PP,51.49586,-0.203989
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.49581,-0.206079
"Fleet Road, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QY, United Kingdom",Belsize Park,NW3 2QY,51.554081,-0.164808
"Monica, 41, South End Road, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2PY, United Kingdom",Belsize Park,NW3 2PY,51.55513,-0.166073
"411, Harrow Road, Kensal Town, Queen's Park, London, Greater London, England, W10 4NE, United Kingdom",Kensal Town,W10 4NE,51.525457,-0.204058
"Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.49613,-0.207777
"30-31, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.490417,-0.199099
"7, Addison Bridge Place, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XW, United Kingdom",West Kensington,W14 8XW,51.495483,-0.20712
"Ravenscourt Park, Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.494114,-0.236397
"Gibson Road, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6PT, United Kingdom",Lambeth,SE11 6PT,51.493022,-0.115245
"Dalberg Road, Brixton, London Borough of Lambeth, London, Greater London, England, SW2 1AN, United Kingdom",Brixton,SW2 1AN,51.457809,-0.112321
"Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UH, United Kingdom",Hammersmith,W6 0UH,51.494148,-0.236413
"Hampstead Heath, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555323,-0.166196
"Royal Free Hospital, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.55401,-0.165429
"Vauxhall Bridge Road, Millbank, London, Greater London, England, SW1V 2JE, United Kingdom",Millbank,SW1V 2JE,51.489262,-0.130946
"Belushi's, 15, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PH, United Kingdom",Shepherd's Bush,W12 8PH,51.504234,-0.21775
"Notting Hill Gate, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W2 4EN, United Kingdom",Notting Hill,W2 4EN,51.509128,-0.196476
"Victoria Embankment, Westminster, Lambeth, City of Westminster, Greater London, England, SW1A 2JH, United Kingdom",Lambeth,SW1A 2JH,51.501389,-0.123798
"Kensington Olympia Station, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.498151,-0.209492
"Victoria Embankment, Westminster, Lambeth, City of Westminster, Greater London, England, SW1A 2JL, United Kingdom",Lambeth,SW1A 2JL,51.501997,-0.123793
"25, Westway, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 0PT, United Kingdom",NA,W12 0PT,51.514127,-0.247427
"Perceval Avenue, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4PY, United Kingdom",Belsize Park,NW3 4PY,51.551281,-0.168509
"Atterbury Street, Millbank, London, Greater London, England, SW1P 4RQ, United Kingdom",Millbank,SW1P 4RQ,51.490353,-0.127226
"Kensington Primary Academy, 205, Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PU, United Kingdom",Kensington,W14 8PU,51.49665,-0.205626
"Handscomb of Hampstead, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555219,-0.166045
"Pride of Pimlico, 85, Tachbrook Street, Pimlico, London, Greater London, England, SW1V 2QA, United Kingdom",Pimlico,SW1V 2QA,51.489819,-0.135506
"Nevern Mansions, 27A, Nevern Square, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TH, United Kingdom",Earl's Court,SW5 9TH,51.491278,-0.196891
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495554,-0.20613
"Phillies Cafe, 2A, Phillimore Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7QB, United Kingdom",Kensington,W8 7QB,51.499495,-0.197524
"29, Ponsonby Place, Millbank, London, Greater London, England, SW1P 4PS, United Kingdom",Millbank,SW1P 4PS,51.489784,-0.129431
"Buckingham Palace Road, Victoria, London, Greater London, England, SW1E 5NE, United Kingdom",Victoria,SW1E 5NE,51.496443,-0.145315
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555362,-0.165999
"Topshop, Oxford Street, East Marylebone, Mayfair, City of Westminster, Greater London, England, W1D 2LT, United Kingdom",Mayfair,W1D 2LT,51.515548,-0.141295
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555346,-0.166101
"Hobbs, SU1, Derry Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5SE, United Kingdom",Kensington,W8 5SE,51.501586,-0.191577
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495705,-0.206167
"Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.495914,-0.207757
"1 Primrose Street, 1, Primrose Street, Bishopsgate Without, City of London, Greater London, England, EC2A 2EX, United Kingdom",NA,EC2A 2EX,51.520513,-0.079175
"Holland Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HT, United Kingdom",Kensington,W14 8HT,51.498907,-0.21019
"B Bagel, 94, Tottenham Court Road, Saint Giles, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 4TN, United Kingdom",Fitzrovia,W1T 4TN,51.522064,-0.135954
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7RG, United Kingdom",Kensington,W8 7RG,51.50045,-0.194698
"Alvanley Gardens, West Hampstead, London Borough of Camden, London, Greater London, England, NW6 1JD, United Kingdom",West Hampstead,NW6 1JD,51.550661,-0.185288
"91-100, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6PX, United Kingdom",Lambeth,SE11 6PX,51.493018,-0.114899
"Wolfe House, 389, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.49599,-0.206743
"Tasker Lodge, Tasker Road, Maitland Park, Gospel Oak, London Borough of Camden, London, Greater London, England, NW3 2YD, United Kingdom",Gospel Oak,NW3 2YD,51.550521,-0.159872
"Reynolds, 53, Charlotte Street, Saint Giles, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 4LU, United Kingdom",Fitzrovia,W1T 4LU,51.519748,-0.13594
"50, Holland Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BA, United Kingdom",Kensington,W14 8BA,51.498282,-0.208085
"2, Palace Court, Bayswater, London, Greater London, England, W2 4LP, United Kingdom",Bayswater,W2 4LP,51.510182,-0.191589
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495635,-0.206333
"The Albert, 52, Victoria Street, Westminster, Victoria, London, Greater London, England, SW1H 0NP, United Kingdom",Victoria,SW1H 0NP,51.497582,-0.13555
"Mountgrange Heritage, 13b, Stratford Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6QF, United Kingdom",Earl's Court,W8 6QF,51.496584,-0.193561
"Haymarket / Charles II Street, Haymarket, Soho, Bloomsbury, City of Westminster, Greater London, England, SW1Y 4RL, United Kingdom",Bloomsbury,SW1Y 4RL,51.508932,-0.132047
"Malet Street, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 7JN, United Kingdom",Bloomsbury,WC1E 7JN,51.522711,-0.131701
"Balmoral Apartments, 2, Praed Street, Paddington, London, Greater London, England, W2 1AL, United Kingdom",Paddington,W2 1AL,51.518749,-0.170511
"8, Fairfax Place, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HN, United Kingdom",Kensington,W14 8HN,51.497717,-0.208374
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555351,-0.166048
"Nevern Mansions, 27A, Nevern Square, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TH, United Kingdom",Earl's Court,SW5 9TH,51.490977,-0.197021
"1, Addison Bridge Place, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XW, United Kingdom",West Kensington,W14 8XW,51.495913,-0.207906
"Russell & Bromley, 128-130, Regent Street, St. James's, Mayfair, City of Westminster, Greater London, England, W1B 5SF, United Kingdom",Mayfair,W1B 5SF,51.510978,-0.138685
"Belushi's, 15, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PH, United Kingdom",Shepherd's Bush,W12 8PH,51.504136,-0.217853
"Lansdowne Road, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 3LP, United Kingdom",Notting Hill,W11 3LP,51.507446,-0.205539
"76, Randolph Avenue, Maida Vale, London, Greater London, England, W9 1BG, United Kingdom",Maida Vale,W9 1BG,51.526558,-0.181755
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.5554,-0.165934
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555331,-0.166079
"Great Guildford Street, Bankside, The Borough, London Borough of Southwark, London, Greater London, England, SE1 0FD, United Kingdom",The Borough,SE1 0FD,51.505362,-0.097779
"The Highway, St. George in the East, Wapping, London Borough of Tower Hamlets, London, Greater London, England, E1W 2AQ, United Kingdom",Wapping,E1W 2AQ,51.508797,-0.06673
"Kensington Primary Academy, 205, Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PU, United Kingdom",Kensington,W14 8PU,51.496535,-0.205414
"VauxWall East Climbing Centre, 1, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.492332,-0.113681
"American Apparel, 142-144, Oxford Street, East Marylebone, Fitzrovia, City of Westminster, Greater London, England, W1D 1LZ, United Kingdom",Fitzrovia,W1D 1LZ,51.515892,-0.136885
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555383,-0.165917
"Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.494006,-0.236323
"Constant Lambert, 197, Albany Street, Chalk Farm, London Borough of Camden, London, Greater London, England, NW1 4BF, United Kingdom",Chalk Farm,NW1 4BF,51.534001,-0.146221
"Alexandra Road, Swiss Cottage, South Hampstead, London Borough of Camden, London, Greater London, England, NW8 0SB, United Kingdom",South Hampstead,NW8 0SB,51.5408,-0.178563
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555378,-0.166029
"Big City Dog, 212, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6SN, United Kingdom",Kensington,W8 6SN,51.499401,-0.197991
"Kensington Primary Academy, 205, Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PU, United Kingdom",Kensington,W14 8PU,51.496657,-0.205802
"Harrowby Street, Marylebone, London, Greater London, England, W2 2DT, United Kingdom",Marylebone,W2 2DT,51.51694,-0.165494
"Hampstead Heath, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555376,-0.166179
"The Old Courthouse, 45, North End Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8SZ, United Kingdom",West Kensington,W14 8SZ,51.49374,-0.209402
"Lyons Walk, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0JQ, United Kingdom",West Kensington,W14 0JQ,51.49509,-0.212131
"13, Glenmore Road, Swiss Cottage, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4DG, United Kingdom",Belsize Park,NW3 4DG,51.549676,-0.165997
"62-70, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PE, United Kingdom",South Kensington,W8 4PE,51.502072,-0.190653
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495778,-0.206309
"Constantine Road, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2LL, United Kingdom",Belsize Park,NW3 2LL,51.554238,-0.164823
"Bond Street, South Molton Street, East Marylebone, Mayfair, London, Greater London, England, W1K 5QU, United Kingdom",Mayfair,W1K 5QU,51.514338,-0.149004
"Norfolk Towers Hotel, 34, Norfolk Place, Paddington, London, Greater London, England, W2 1QW, United Kingdom",Paddington,W2 1QW,51.5165,-0.172032
"South End Road, Vale of Health, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2RL, United Kingdom",Belsize Park,NW3 2RL,51.555348,-0.166229
"The Panoramic, 152, Grosvenor Road, Millbank, London, Greater London, England, SW1V 3JL, United Kingdom",Millbank,SW1V 3JL,51.48845,-0.129679
"The Hand and Flower, 1, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.495924,-0.208029
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495744,-0.20638599999999999
"Hilton London Olympia, 380, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496455,-0.206355
"91-100, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6PX, United Kingdom",Lambeth,SE11 6PX,51.492784,-0.114669
"Lambeth Palace Road, Waterloo, London Borough of Lambeth, London, Greater London, England, SE1 7FX, United Kingdom",Waterloo,SE1 7FX,51.500278,-0.116671
"Hilton London Olympia, 380, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496371,-0.206893
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555366,-0.165982
"Kendall House, 199, Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QB, United Kingdom",Kensington,W14 8QB,51.49558,-0.20369
"Trinity House, 377, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49645,-0.206169
"566, Harrow Road, Kensal Town, Queen's Park, London, Greater London, England, W10 4NE, United Kingdom",Kensal Town,W10 4NE,51.526139,-0.205257
"Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.496272,-0.20721
"Wolfe House, 389, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495901,-0.206677
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.55528,-0.166135
"Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.493997,-0.236417
"Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NU, United Kingdom",Kensington,W14 8NU,51.497164,-0.204566
"89, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0QH, United Kingdom",West Kensington,W14 0QH,51.495028,-0.211634
"Mali Court, 20, Paddington Street, Marylebone, London, Greater London, England, W1U 5QY, United Kingdom",Marylebone,W1U 5QY,51.520629,-0.153907
"St James Nursery School, Gorleston Street, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8SZ, United Kingdom",West Kensington,W14 8SZ,51.494371,-0.209053
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.496854,-0.204734
"26, Dover Street, St. James's, Mayfair, London, Greater London, England, W1S 4NW, United Kingdom",Mayfair,W1S 4NW,51.509151,-0.142795
"Stanhope Terrace, Paddington, London, Greater London, England, W2 2LZ, United Kingdom",Paddington,W2 2LZ,51.513046,-0.172661
"Camden Ambulance Station, Cressy Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2NA, United Kingdom",Belsize Park,NW3 2NA,51.554061,-0.160308
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555267,-0.166102
"14, Keats Grove, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2RP, United Kingdom",Belsize Park,NW3 2RP,51.55577,-0.168131
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555382,-0.16594
"50, Hans Crescent, Hans Town, Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW1X 0NA, United Kingdom",Chelsea,SW1X 0NA,51.499975,-0.162821
"Belsize Park, Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4QL, United Kingdom",Belsize Park,NW3 4QL,51.55016,-0.164342
"Kensington Road, Knightsbridge, London, Greater London, England, SW7 1AY, United Kingdom",Knightsbridge,SW7 1AY,51.501879,-0.168428
"Hobson House, 85, Notting Hill Gate, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 3HP, United Kingdom",Notting Hill,W11 3HP,51.508738,-0.196905
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495585,-0.206641
"Cockspur Street, Seven Dials, Waterloo, City of Westminster, Greater London, England, WC2N 5DX, United Kingdom",Waterloo,WC2N 5DX,51.507392,-0.128318
"Royal Free Hospital, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.553651,-0.167257
"Kensington Primary Academy, 205, Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PU, United Kingdom",Kensington,W14 8PU,51.496594,-0.205373
"Royal College of Veterinary Surgeons, 62-64, Horseferry Road, Westminster, Millbank, London, Greater London, England, SW1P 2AH, United Kingdom",Millbank,SW1P 2AH,51.494796,-0.127986
"Hampstead Heath, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555343,-0.166125
"The Hand and Flower, 1, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.495962,-0.208073
"Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BW, United Kingdom",Kensington,W14 8BW,51.495626,-0.20543
"Beckford Close, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8TT, United Kingdom",Kensington,W14 8TT,51.493718,-0.202559
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495665,-0.206197
"Cork & Bottle Hampstead, 154-156, Fleet Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QX, United Kingdom",Belsize Park,NW3 2QX,51.553964,-0.164555
"Olympia Way, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0NE, United Kingdom",West Kensington,W14 0NE,51.496164,-0.20856
"Kensington Olympia Station, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.498113,-0.209452
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496287,-0.206526
"Holland Walk, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7QG, United Kingdom",Kensington,W8 7QG,51.499296,-0.198486
"Kenton Court, 356, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NW, United Kingdom",Kensington,W14 8NW,51.496813,-0.20523
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496028,-0.206168
"11, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.497373,-0.208155
"Norman Shaw South, Victoria Embankment, Westminster, Lambeth, London, Greater London, England, SW1A 2HZ, United Kingdom",Lambeth,SW1A 2HZ,51.501591,-0.12422
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555326,-0.166109
"One, Ariel Way, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 7NS, United Kingdom",Shepherd's Bush,W12 7NS,51.509479,-0.22372
"280, West End Lane, West Hampstead, London Borough of Camden, London, Greater London, England, NW6 1LL, United Kingdom",West Hampstead,NW6 1LL,51.552122,-0.19211
"20, Avonmore Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8RU, United Kingdom",West Kensington,W14 8RU,51.494781,-0.206903
"Eastman Road, London Borough of Ealing, London, Greater London, England, W3 7QS, United Kingdom",NA,W3 7QS,51.505721,-0.260351
